tmj_hou_cstsrv,"Join the Starbucks team! See our latest #job opening here: https://t.co/NineKoJdsW #CustomerService #Houston, TX #Veterans #Hiring",52,Medical Center Area,0825,17,,0
cameroncraig,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/S5PnKJdbM2 #Healthcare #Hiring",2,Greater Uptown,0825,17,,0
AddicksBarker,Addicks Barker TX Fri Aug 25th PM Forecast: TONIGHT Tropical Storm Conditions Lo 75 SATURDAY Tropical Storm Conditions Hi 81,1,Fourth Ward,0825,17,,0
HoustonTX_,Houston TX Fri Aug 25th PM Forecast: TONIGHT Tropical Storm Conditions Lo 75 SATURDAY Tropical Storm Conditions Hi 81,25,Memorial,0825,17,,0
SharpstownTX,Sharpstown TX Fri Aug 25th PM Forecast: TONIGHT Tropical Storm Conditions Lo 75 SATURDAY Tropical Storm Conditions Hi 81,30,Downtown,0825,17,,0
tmj_hou_constru,We're #hiring! Read about our latest #job opening here: Quality Control Finishes Specialist - https://t.co/iLdnaK7QTO #Construction,1,Fourth Ward,0825,17,,0
tmj_HOU_gensci,"Interested in an #internship in #Houston, TX? This could be a great opportunity: https://t.co/yApNU5h2t9 #GeneralScience",88,Neartown - Montrose,0825,17,,0
tmj_hou_transp,"Want to work in #Tomball, TX? View our latest opening: #hiring #career https://t.co/s664GLzbHY",67,Central Southwest,0825,17,,0
tmj_hou_edu,"Want to work in #Houston, TX? View our latest opening: https://t.co/lbYHS01QOF #Education #Job #Jobs #Hiring #CareerArc",52,Medical Center Area,0825,17,,0
DJ_KRain,#Repost @dchamberzciw  YOU SEE IT!! We Back On that TOP BOX #Wshh - @QWorldStar  #INDABUILDIN… https://t.co/YpcWwGpYBb,70,Westchase,0825,17,,0
WmEvents,#FBF to two weeks ago when William and Leigh we're in #Houston having a bang up time #planning… https://t.co/2P5CgkLtG2,40,Sharpstown,0825,17,,0
scotty_griffin,"Tonight's Sin City Sinners show in Houston, TX has been cancelled due to Hurricane Harvey. We… https://t.co/MukDRUNi5H",36,Lazy Brook / Timbergrove,0825,17,,0
theajlewis,Toilet paper shortage…aawwww!! @ Randalls https://t.co/N6xWHK7ULH,52,Medical Center Area,0825,17,,0
Mrjdavis84,Hurricane party starts now!! #hurricane #harvey #hurricaneparty… https://t.co/rbxIjYwUf9,30,Downtown,0825,17,,0
Anthonyj3001,"Bootcamp ✅, ☔️bring it.#dontbeaverage @ Levelonefitness https://t.co/ujOaZrVW3w",30,Downtown,0825,17,,0
PwrSerg,"Yum... (at @SushiKing_htown in Houston, TX w/ @chandrawest) https://t.co/up1LQECLBO",22,Mid West,0825,17,,0
pinktotango,"✨ Baby ""B"" and I are rocking our #hurricaneharvey outfit 🤰🏼We did some errands early in the… https://t.co/baP1ZscJug",1,Fourth Ward,0825,17,,0
PwrSerg,"Wine time... (at @BeckrewWine House in Houston, TX w/ @mellymtz) https://t.co/cJEr2v89fT",62,Macgregor,0825,17,wine,1
emytomita,The aviator hub has been busy this first week of school. #kidslovebooks #lovethelibrary #frms… https://t.co/72FZBR8Iaw,86,Afton Oaks / River Oaks Area,0825,17,school,1
PwrSerg,"Ready for hurricane!!! (@ Around the Corner - @arnd_thecorner in Houston, TX w/ @mellymtz @chandrawest) https://t.co/40UEMIthjv",30,Downtown,0825,17,,0
Emerson_Careers,"Can you recommend anyone for this #job? ERP Analyst - https://t.co/6nogzt2ehb #IT #Houston, TX #Hiring",37,Greater Heights,0825,17,,0
DJCed2k,History lesson with the fam in Houston. Yes karolyn01963  you do… https://t.co/9t9v3IzQE3,52,Medical Center Area,0825,17,,0
tmj_hou_edu,"We're #hiring! Click to apply: Teaching Assistant - Special Education - https://t.co/YCGApKvTvP #Education #Houston, TX #Job #Jobs",30,Downtown,0825,17,,0
Im_LaCobra,Great weather for some Pho! 🍜 @ PHO SAIGON!!! https://t.co/6PCLzDy93n,5,Eldridge / West Oaks,0825,17,,0
OrigenYTradicio,"Si tienes planes de boda, no dejes a última hora la reservación del Mariachi, si quieres buena… https://t.co/LPYXKyr89W",1,Fourth Ward,0825,17,,0
tmj_hou_it,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/TLVqN8LIYT #KellyJobs #KellyServices #IT #Hiring #CareerArc",5,Eldridge / West Oaks,0825,17,,0
tmj_hou_finance,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/C1V0FkgYK9 #Finance #Hiring #CareerArc",52,Medical Center Area,0825,17,,0
tmj_hou_nursing,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/slqOjL5jct #RN #Nurse #Endo #Hiring",52,Medical Center Area,0825,17,,0
tmj_hou_cler,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/5TneOBKlPF #KellyJobs #KellyServices #Clerical #Hiring",2,Greater Uptown,0825,17,,0
tmj_hou_retail,"Want to work in #Houston, TX? View our latest opening: https://t.co/qoDp7cqS5x #Retail #Job #Jobs #Hiring #CareerArc",58,Willowbrook,0825,17,,0
tre8200,8200 ways 2 win vol 1 my new album is out everywhere make sure you check it out #8200ways2win… https://t.co/biqcRxoveb,52,Medical Center Area,0825,17,,0
tmj_hou_mgmt,"See our latest #Houston, TX #job and click to apply: Customer Service Representative II - https://t.co/HflrnmfAbf #Professional #Hiring",86,Afton Oaks / River Oaks Area,0825,17,service,1
tmj_hou_edu,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/Y6g6fKnFFr #Education #Hiring #CareerArc",52,Medical Center Area,0825,17,,0
tmj_hou_eng,We're #hiring! Read about our latest #job opening here: Lead Mechanical Engineer (Oil & Gas) - https://t.co/CJKsmF9hus #Engineering,30,Downtown,0825,17,gas oil,2
SpikeMiller_,Probably the only water in Houston.  ...You're welcome. @ Walmart Houston - Dunvale Rd https://t.co/Vkjc0CS114,30,Downtown,0825,17,water,1
tmj_hou_retail,"See our latest #Houston, TX #job and click to apply: In Store Visual - https://t.co/GHEiXm0OiH #Retail #Hiring #CareerArc",30,Downtown,0825,17,store,1
tmj_hou_acct,"This #job might be a great fit for you: Sr. Financial Analyst - https://t.co/l7NAy9i97t #Accounting #Houston, TX #Hiring #CareerArc",2,Greater Uptown,0825,17,,0
tori_rasberry,"Haha 🤣🤣🤣 @ Cypress, Texas https://t.co/PH7NDd9tQ3",1,Fourth Ward,0825,17,,0
TotalTrafficHOU,Accident on the exit ramp in #SeSide on 610 N Lp EB at The N Fwy #traffic https://t.co/vuUN2yElDh,52,Medical Center Area,0825,17,,0
karlbaughman,"While we await Hurricane Harvey, it's an Oktoberfest contest with beer kind of night #harvey… https://t.co/H75ofOJ1AX",73,Clear Lake,0825,17,beer,1
Chopster1,Had a great time with my beautiful girlfriend veronicarosalesmusic… https://t.co/p0Vk2lLo3S,36,Lazy Brook / Timbergrove,0825,17,,0
ApGustavo,🇧🇷Desviando do furacão Harvey para aterrizar em Houston. Por favor Ore 🙏 pelo Texas. . 🇺🇸… https://t.co/ZDYDCBRGIR,52,Medical Center Area,0825,17,,0
pattybravop,Can't wait!!! https://t.co/KtcR3fzlQ9,1,Fourth Ward,0825,17,,0
tmj_hou_sales,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/gcbKlkscnC #Sales #Hiring #CareerArc",30,Downtown,0825,17,,0
tmj_HOU_secure,"Join the US Security Associates team! See our latest #job opening here: https://t.co/BGKIgfYv7X #security #Houston, TX #Hiring #CareerArc",30,Downtown,0825,17,,0
RHFAJobs,"Want to work at Robert Half Finance & Accounting? We're #hiring in #Houston, TX! Click for details: https://t.co/FOaGFALCoT #RHFAJobs",1,Fourth Ward,0825,17,,0
JBsOutlawSaloon,Saturday - August 26th !!  Come out and watch the Texans with us on one of our BIG SCREEN TV's… https://t.co/Cb3DEtU2vo,52,Medical Center Area,0825,17,,0
tmj_hou_eng,"Can you recommend anyone for this #job? Senior Mechanical Engineer - https://t.co/s3Za5dzCq1 #Engineering #Houston, TX #Hiring",62,Macgregor,0825,17,,0
jalhtx,Day 3 of vegan @ Marquis Downtown Lofts https://t.co/PZAhS0F2Qg,30,Downtown,0825,17,,0
frederickercia,One last gym sesh before Steve Harvey dumps all the rain and terrible jokes. (@ Weekley Family @YMCAHouston) https://t.co/g5ykZnG4vT,21,Greenway / Upper Kirby Area,0825,17,family,1
MelodramaBTQ,Happy Hour Friday finale now 5-8p Despite the storm looming we decided to move forward with the… https://t.co/yBD7gvfmRE,2,Greater Uptown,0825,17,,0
BurnsMcDCareers,"Want to work at Burns & McDonnell? We're #hiring in #Houston, TX! Click for details: https://t.co/i3P0mvqXft #BMcDCareers #Job #Jobs",86,Afton Oaks / River Oaks Area,0825,17,,0
tmj_HOU_schn,"This #job might be a great fit for you: Kroger E-commerce (Clicklist) Hourly Associate - https://t.co/XItldqJg9M #SupplyChain #Houston, TX",14,Iah / Airport Area,0825,17,,0
tmj_hou_cler,"Can you recommend anyone for this #job? Pre -Registration Associate - Voss ED - Evenings - https://t.co/ZXz60Q4urz #Clerical #Houston, TX",2,Greater Uptown,0825,17,,0
tmj_hou_cstsrv,"Join the Starbucks team! See our latest #job opening here: https://t.co/9flTD9o64d #CustomerService #Houston, TX #Veterans #Hiring",52,Medical Center Area,0825,17,,0
hectorgarcia,Old fashions all weekend.  #whiskey #stillhouse #oldcamp #oldfashion #hurricaneprep… https://t.co/VDIzoYefXT,21,Greenway / Upper Kirby Area,0825,17,,0
TotalTrafficHOU,"Accident blocks 3 right lanes. in #SwSide on 69 SW Fwy Outbound at Gessner, stop and go traffic back to Bellaire Blvd, delay of 3 mins",21,Greenway / Upper Kirby Area,0825,17,,0
tmj_hou_edu,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/wjWfGA0zva #Education #Hiring #CareerArc",30,Downtown,0825,17,,0
tmj_hou_jobs,This #job might be a great fit for you: Incident Response Sr. Advisor (Team Echo) - SecureWorks - Remote - https://t.co/TjyLAbTHMp,71,Alief,0825,17,,0
tmj_hou_sales,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/M2znDBkukl #Sales #Hiring #CareerArc",78,University Place,0825,17,,0
TheDarkman7,This was from Tropical Storm Allison some years ago.  Now let's… https://t.co/CItTpTfl3k,25,Memorial,0825,17,,0
UnderbellyHOU,"On the menu tonight: UB Hickory King Grits from Circle S Farms, Collard Greens, UB Hot Sauce.… https://t.co/kHBdieNx3S",30,Downtown,0825,17,,0
tmj_hou_eng,"Want to work in #Houston, TX? View our latest opening: https://t.co/0t6skx74Ha #Engineering #Job #Jobs #Hiring #CareerArc",17,South Belt / Ellington,0825,17,,0
TotalTrafficHOU,"Accident cleared in #NorthSide on I-45 N Fwy Inbound at The 610 N Lp, stop and go traffic back to Crosstimbers, delay of 3 mins #traffic",73,Clear Lake,0825,17,,0
tmj_hou_mgmt,We're #hiring! Read about our latest #job opening here: Patient Cash Applications Representative - https://t.co/T16WadFieQ #BusinessMgmt,37,Greater Heights,0825,17,,0
MegAnne,We are home and ready to hunker down! #SurvivingHarvey #dukesanddingssurvivingharvey @awduke4 @… https://t.co/EPGUEFKLyV,23,Midtown,0825,17,home,1
SofiiaStrykova,We made it through the hurricane #harvey to see the Houston NASA Space Center🌌🚀 Earlier today… https://t.co/uZ3mbWmAg9,52,Medical Center Area,0825,17,,0
mana16,💜La batalla de las paletas 💜 | imagínate que el dinero no es impedimento y pudieras tener estas… https://t.co/Sgk9kR613D,73,Clear Lake,0825,17,,0
tmj_hou_jobs,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/UmUjvMGagT #Hiring #CareerArc",84,Meyerland Area,0825,17,,0
tmj_hou_nursing,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/XWJOYKOzHE #Nursing #Hiring #CareerArc",2,Greater Uptown,0825,17,,0
BCMHoustonJobs,"We're #hiring! Click to apply: Research Coordinator II - https://t.co/CFznbhHSPl #GeneralScience #Houston, TX #Job #Jobs",52,Medical Center Area,0825,17,,0
Dannyboy1112,#TACOTIME @ Taqueria La Borrega https://t.co/Lf9x7qehiy,30,Downtown,0825,17,,0
tmj_hou_labor,"We're #hiring! Click to apply: Hydro Blasting Technician - https://t.co/ovQliyhcud #Labor #Houston, TX #Job #Jobs",78,University Place,0825,17,,0
tmj_hou_health,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/1yYMLa4jeg #Healthcare #Hiring #CareerArc",1,Fourth Ward,0825,17,,0
tmj_hou_pharm,"We're #hiring! Read about our latest #job opening here: Associate Sales Consultant - Houston/Clear Lake, TX... - https://t.co/DIatf7bBEy",52,Medical Center Area,0825,17,,0
tmj_hou_cosmo,"This #job might be a great fit for you: Hair Stylist - https://t.co/r9v1wPpKyl #Cosmetology #Houston, TX #Hiring #CareerArc",52,Medical Center Area,0825,17,,0
TotalTrafficHOU,"Accident cleared in #SwSide on 69 SW Fwy Outbound at Gessner, stop and go traffic back to Bellaire Blvd, delay of 3 mins #traffic",25,Memorial,0825,17,,0
tmj_hou_mgmt,"Can you recommend anyone for this #job? Customer Service Representative II - https://t.co/fHXr8A09JE #BusinessMgmt #Houston, TX #Hiring",82,Spring Branch West,0825,17,service,1
RedShoesRedWine,"Here in Texas, we've been watching Hurricane Harvey intensify and head towards our coast over… https://t.co/p3xpSld0sY",13,Greater Greenspoint,0825,18,,0
Lett14,I'm ready for #HurricaneHarvey thank you Tia sustaitaedna for my… https://t.co/D2SxNHtWmA,30,Downtown,0825,18,,0
jessicaschulte,No bread to be found in the grocery store… so I made some from… https://t.co/h9v6gsca5m,32,Clinton Park Tri-Community,0825,18,store grocery,2
ZurichNACareers,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/spFOMffurP #businessdevelopment #bizdev #Hiring",30,Downtown,0825,18,,0
Amanda_RaeC,Finished up a strong first week of school and training. #riceowls #hurricaneharvey #hunkereddown… https://t.co/cceTbCB9d5,52,Medical Center Area,0825,18,school,1
BarriMedia,"There are still more questions than answers, but the latest forecast has Hurricane Harvey… https://t.co/Dp42PwxFT8",1,Fourth Ward,0825,18,,0
homesteadraised,#FU#@@ #HARVEY @ Downtown Houston https://t.co/uSv3CyyaY5,25,Memorial,0825,18,,0
lamontg39,"https://t.co/FJJDERjYMg  We aint playing no games.  Cable on the go. All you need is androib, box, or… https://t.co/5ziSX2AnqA",23,Midtown,0825,18,need cable,2
mgearthman,"Mary, Star of the Sea, pray for us! #hurricaneharvey  https://t.co/XhBIztJm95",30,Downtown,0825,18,,0
atKWMemorial,See a virtual tour of one of our newest #listings 6714 Honey Harvest Lane #Houston #TX  https://t.co/DOGVbFQpof https://t.co/BBCxoP5rqY,62,Macgregor,0825,18,,0
jorge_ordaz,"Made it thank G-d ✡️🕍 Shabbat shalom (@ Beth Yeshurun in Houston, TX) https://t.co/foUKG6bUxB",2,Greater Uptown,0825,18,,0
JohnnyNewsroom,Astros activate Evan Gattis from disabled list https://t.co/oj6AsdPS7d https://t.co/nZ247SsPPQ,36,Lazy Brook / Timbergrove,0825,18,,0
HoustonFashions,Houston sky before the rain. @ Downtown Houston https://t.co/ja8zE8W46t,21,Greenway / Upper Kirby Area,0825,18,,0
EGHtown,"Chillin, waiting for these events to unfold. I hope everyone is doing well and gets through all… https://t.co/YZ1p0QrYrv",54,Acres Home,0825,18,,0
MrWiredUpOhBoy,#Repost @elvisfReShley (get_repost) ・・・ 8/26 🎥🎬 #PETTY ft @50cent & @2chainz 🌎 WORLD PREMIERE ‼️… https://t.co/nKnSJG7jf7,6,Washington Avenue Coalition / Memorial Park,0825,18,,0
HouJobs,"See our latest #Houston, TX #job and click to apply: SENIOR PLAN ANALYST - https://t.co/ItwPkhvt9M #BusinessMgmt #Hiring #CareerArc",86,Afton Oaks / River Oaks Area,0825,18,,0
thxdts,Beef fajitas at Escalante's #HarveypostponedColdplayConcert #HurricaneHarvey @ Escalante's… https://t.co/tERr9JYyhM,62,Macgregor,0825,18,,0
BurnsMcDCareers,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/1soQQFMETl #BMcDCareers #ProjectManagement #Hiring",55,Northside/Northline,0825,18,,0
mamaeli05,Prayers for friends and family both in the path of #HurricaneHarvey and those with the @redcross… https://t.co/QAFxBDyb73,55,Northside/Northline,0825,18,family,1
TamekaRonne,At HEB in #houston I'm like 😱😲 no more water all the potatoes chips are gone! What did I miss?… https://t.co/LqyYcVOTPc,23,Midtown,0825,18,water,1
jellius,Pain came back is unbearable for her. So we back. (@ Houston Methodist Hospital Emergency Room - @hmdigitalmkt) https://t.co/6LD0Mvk7kP,21,Greenway / Upper Kirby Area,0825,18,emergency,1
MikePuckettDDM,Quesadilla anyone? SO GOOD!!! Liberty Taco #goodeatsHouston  Certified #goodeatsHouston… https://t.co/Rn8w9VbZzl,1,Fourth Ward,0825,18,,0
atKWMemorial,Just listed by Sean Gambini in #Houston #TX. 2104 Oatfield Drive! Please retweet!  https://t.co/sjXXVBJq5p https://t.co/omotVZ7B09,30,Downtown,0825,18,,0
MikePuckettDDM,The Fajita Steak Salad at Bowl at Liberty Taco was on another level! #goodeatsHouston  Certified… https://t.co/1Iy0zyctNL,1,Fourth Ward,0825,18,,0
WinkWestwood,She was definitely trash for coming at you then playing victim when you clapped back https://t.co/Z1yuKVn6pg,2,Greater Uptown,0825,18,victim,1
LadyTNicole09,"T. Nicole Designs is located Houston,TX and are preparing for Hurricane Harvey to make landfall… https://t.co/Vk2b0yRB8N",2,Greater Uptown,0825,18,,0
OhSoXtreme26,About to get the hell out of #houston :@ #escapefromharvey… https://t.co/8FGunFNQWz,14,Iah / Airport Area,0825,18,,0
JBsOutlawSaloon,Check out our website and Subscribe to become a member of our mailing list and receive Member’s… https://t.co/fGoYI9Idt5,67,Central Southwest,0825,18,,0
jalhtx,Just posted a photo @ Marquis Downtown Lofts https://t.co/05UHTScY3v,88,Neartown - Montrose,0825,18,,0
Domo_TheGreat,@Blk_Pyrmd  📷 beethephotographer_  #rawartists #rawartisthouston #DomBrown #Houstondance… https://t.co/08q9VBubLB,88,Neartown - Montrose,0825,18,,0
swimswamnews,"Fortunately, here at #swimswam HQ in Texas, we've got plenty of hurricane supplies.… https://t.co/abJJ11tJsU",52,Medical Center Area,0825,18,supply,1
TyBeezy11,"It was a movie ✅✅🤷🏽‍♂️▶️ @ Third Ward, Houston https://t.co/ldhWRvtURv",1,Fourth Ward,0825,18,,0
Slim79x,Nala is pretty nervous so far about the lack of rain. #harvey #rhodesianridgeback @ Foundation… https://t.co/ZoL3H49oOT,5,Eldridge / West Oaks,0825,18,,0
_victoria2013,"Hurricane Harvey weekend we are ready! All the foods, water, and 🍷 we got it stashed away!  But… https://t.co/ZqYukRpc4g",30,Downtown,0825,18,water food,2
mlweldon5,Yasss! We are ready! #margaritas #vodka #triplesec #tequila… https://t.co/HbLqCCUQGV,66,Brays Oaks,0825,18,,0
atKWMemorial,Check out our newest listing in #Houston! Tell us what you think!  #realestate https://t.co/qDqkz374VE https://t.co/3LvCOCZNOO,52,Medical Center Area,0825,18,,0
Braden_Keith,Ready for #hurricaneharvey #houston #montrose #texaa @ The Susanne https://t.co/UqUDvsePPz,30,Downtown,0825,18,,0
EastHoustonBL,"14702 Kings Head Dr, Houston, TX 77044, $279,900 4 beds, 4 baths https://t.co/jKT9eEnLFj",30,Downtown,0825,18,,0
JeromeIsmaAe,"The silence before the storm #houston #hellohurricane #harvey @ Houston, Texas https://t.co/HTMi4OAPWM",1,Fourth Ward,0825,18,,0
DoBianchi,"It's begun #Harvey @ Houston, Texas https://t.co/pZJnCl7rFx",88,Neartown - Montrose,0825,18,,0
Emerson_Careers,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/6rDTzHAMeG #Sales #Hiring",53,East Houston,0825,18,,0
HouJobs,"Join the City of Houston team! See our latest #job opening here: https://t.co/khnHoAfFn1 #Labor #Houston, TX #Hiring #CareerArc",2,Greater Uptown,0825,18,,0
vuudlesofun,Music is joy @ Houston Fannin Medical Center https://t.co/hVi3Q6ubvL,87,Briarforest Area,0825,18,,0
vuudlesofun,Jump for joy #hurricaneharvey @ Houston Fannin Medical Center https://t.co/bBn8UdnXLH,55,Northside/Northline,0825,18,,0
R_Phillip,"Maybe Ted Cruz will save us? #hurricaneharvey @ Houston, Texas https://t.co/K4xOliSdRm",30,Downtown,0825,18,,0
sami3606,A little prayer for everyone 🙏🏼 #amen #hurricaneprayer #hurricanharvey #harvey2017 #prayfortexas… https://t.co/bs9fTOa77e,52,Medical Center Area,0825,18,,0
mariachiAl,"#harvey #overtime @ Southeast Houston, Houston, Texas https://t.co/nliSkKH5wP",30,Downtown,0825,18,,0
carpoolworld,#Carpool #Houston -> #Dallas rideshare split costs https://t.co/7bYD7UBsCh,1,Fourth Ward,0825,19,,0
DjRed_ScrewedUp,#Repost @hispaniolanlife ・・・ At least Saturday night on the Texas coastal line......… https://t.co/IFVAfF09Pc,52,Medical Center Area,0825,19,,0
ParsonsJobs,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/hpbovAc9Yx #job #jobs #Clerical #Hiring",1,Fourth Ward,0825,19,,0
davidhamilton70,Hush Hemp has arrived. #hushhemp #katysupplyvapes #cbd #cbdlife #justaddwater #healthylifestyle… https://t.co/6DlKtS7UsS,30,Downtown,0825,19,,0
CaitlynMortus,Whoever said winning isn't everything obviously never beat… https://t.co/XvzmQZHsyR,78,University Place,0825,19,,0
monimoneytrain,"PornSt🌟r @trinitystclair LIVE at ""Glamour Girls"" #DoNotMissThisShow @ Glamour Girls Cabaret https://t.co/2KmphTYIXh",30,Downtown,0825,19,,0
SVicGlass,What a week! #solareclipse2017 and #hurricaneharvey during the… https://t.co/Jqv8MeZfNQ,30,Downtown,0825,19,,0
jalhtx,Just posted a photo @ Marquis Downtown Lofts https://t.co/QpqglNdgOo,52,Medical Center Area,0825,19,,0
OmarSpluga,"Esperando el Huracán Harvey 😎😱⛈🌨🌫🌪 @ Houston, Texas https://t.co/IhOLyxQKoz",88,Neartown - Montrose,0825,19,,0
jasondhaas,"Anyway down for some 8-Ball, since I can't leave the house because of #hurricaneharvey?🎱 @… https://t.co/2s8MVuUC3C",1,Fourth Ward,0825,19,,0
ericalbert,"One last bike ride! #hurricaneprep #harvey #hurricaneharvey @ Kingwood, Texas https://t.co/78Lr6dXy1W",30,Downtown,0825,19,,0
RHFAJobs,"Join the Robert Half Finance & Accounting team! See our latest #job opening here: https://t.co/Y2f2ghK8qh #RHFAJobs #Houston, TX #Hiring",6,Washington Avenue Coalition / Memorial Park,0825,19,,0
GemmieGem1991,"Before the Storm. <3  7:00pm on 8.25.17 #hurricaneharvey @ Houston, Texas https://t.co/jBOwjZaFg7",14,Iah / Airport Area,0825,19,,0
GDKN,"Want to work in #Houston, TX? View our latest opening: https://t.co/MaEipbibRj #warehouse #inventory #Manufacturing… https://t.co/Pmes2euYMi",30,Downtown,0825,19,,0
Team_Bens,Hurricane Harvey #houstonweather #texasproblems #wheresbatman @… https://t.co/6AYAtMguNH,78,University Place,0825,19,,0
RossdabossS2TP,"Hurricane Harvey episode: My dad, who got stuck on the roof for Hurricane Katrina & survived… https://t.co/Jen1QuoVgc",2,Greater Uptown,0825,19,,0
mikehilife,"This water better give me superpowers to push away Hurricane Harvey @ Houston, Texas https://t.co/f1WNJ4DG5q",21,Greenway / Upper Kirby Area,0825,19,water,1
pheealzabub,Drinking an EZ-7 by @brashbeer at @petrol_station — https://t.co/AfeoUbNHSp,1,Fourth Ward,0825,19,,0
Team_Bens,Damn Neo Nazi won't let us be first Gotham now the great Lone Star… https://t.co/quQtrPvpuG,23,Midtown,0825,19,,0
Riceboxed,We're opened for normal business hours this this Friday evening during the landfall of hurricane… https://t.co/lNaHkiztYO,88,Neartown - Montrose,0825,19,,0
ZurichNACareers,This #job might be a great fit for you: Senior Commercial Surety Underwriter - https://t.co/yqspOmLAv1 #businessdevelopment #bizdev,28,Second Ward,0825,19,,0
mgearthman,@althefierce 🤣 & I thot y’all had catz!!! 😹,28,Second Ward,0825,19,,0
Team_Bens,"Storm is coming #hurricaneharvey @ Timber Creek Place, Houston, Texas https://t.co/v5mjZBQBzA",86,Afton Oaks / River Oaks Area,0825,19,,0
Bridget_Bray,Sometimes the art can't wait! #safeandsound #hurricaneharvey #htx #asiasocietytx #wondrousworlds… https://t.co/rPeNUyGVn6,13,Greater Greenspoint,0825,19,,0
mesiahsworld,S/O to @djnitekap and flip5capo for selecting @deadend_redd of the #SSMG family with his Banger… https://t.co/HB4e5jfEmj,11,Spring Branch North,0825,19,family,1
mirchanceyart,God klepto and peasant beobii~ https://t.co/Q6Y9NFWbF0,1,Fourth Ward,0825,19,,0
SEFLCareers,"Want to work at Southeastern Freight Lines? We're #hiring in #Houston, TX! Click for details: https://t.co/xEGbfLqMFW #Transportation #Job",88,Neartown - Montrose,0825,19,,0
alanfarias__,"home📱 en Southbelt - Ellington, Houston https://t.co/4kUpDBUGA2",30,Downtown,0825,19,home,1
J_shadesyou,It's #GIVEAWAY time❗️2 WINNERS❗️ . . Win ANY 2 pair of #JSHADES of YOUR choice. 2 WINNERS= 4… https://t.co/pwWGlmYAc1,1,Fourth Ward,0825,19,,0
mesiahsworld,It's #SomethingSerious and this is @IamJustified1 kodakwyte @R_B_Ministries aka #3geez for all… https://t.co/KcAcvu7OUL,30,Downtown,0825,19,,0
molinafuentes3,"Houston TEXAS 🌨🌨🌨⛈⛈🌧🌧💦💦💧💧🌊🌊⚡️⚡️⚡️ en Westside, Houston, Texas https://t.co/WD9lyhikaF",30,Downtown,0825,19,,0
ItsOfficial1975,Zimmerman killed Trayvon... That was far worse than this Pardon... I never doubted the unethical capacity of the racists...,21,Greenway / Upper Kirby Area,0825,19,,0
panthersquad,"Just posted a photo @ Meyerland, Houston https://t.co/KhSNQJ3096",22,Mid West,0825,19,,0
absbarraza,"Thanks for all the donations so far, getting closer to my goal!  If you want to donate click on… https://t.co/TyYx4PTfam",1,Fourth Ward,0825,19,donate donation,2
Domo_TheGreat,Years in the makin and don't y'all mistake it  Read More: 20 of the Best Lyrics From Kendrick… https://t.co/323g5Z7nbg,1,Fourth Ward,0825,19,,0
Michael_Thrash,🙏🏻 🙏🏻 for everyone on the Texas coast!  . . . . #essentiallyfitclub #essentiallyfit… https://t.co/Ccjdhjep7E,36,Lazy Brook / Timbergrove,0825,19,,0
AmeritexMovers,Hurricane Harvey is here and The Goat and MVP have found a solution to have fun and keep safe at… https://t.co/5AqtMsTUG3,1,Fourth Ward,0825,19,safe,1
GDKN,This #job might be a great fit for you: Electronics Assembler - https://t.co/TCbunSBK6v #warehouse #inventory… https://t.co/VpBrzigOym,30,Downtown,0825,19,,0
9RoundGalleria,As a precautionary measure we will be closed tomorrow Saturday 8/26/17.  Everyone be safe. @… https://t.co/zD2zw83bHg,81,Greater Eastwood,0825,19,safe,1
carolinarlittle,It was like looking for hidden treasures! I love challenges! Luckily a lot of the organic stuff… https://t.co/PVkGplXlCv,62,Macgregor,0825,19,,0
BigBrowntheLC,@officialmurdahmacc dropping bars on bois... Ain't nothing new niqqa!!! #music #newhouston… https://t.co/l2eVHtsb65,40,Sharpstown,0825,19,,0
KustmmadeT,I always do...that's y I'm so #blessed! #TNT #M.O.M.ent #😪Flip5network #art #rap #artist… https://t.co/BrKCioIH1v,86,Afton Oaks / River Oaks Area,0825,19,,0
Houston,Houston: 7:50pm: sunset,47,Trinity / Houston Gardens,0825,19,,0
panthersquad,"Just posted a photo @ Meyerland, Houston https://t.co/zV8CLYFEtU",2,Greater Uptown,0825,19,,0
emilybrunsx,"luv u too, texas 🌈💞 @ Houston-Intercontinental Airport https://t.co/haOzviC2Zj",30,Downtown,0825,20,,0
makeupbysheila,foxnews reporter gets interrupted by a Galveston Woman. Hilarious ! 🍺🌨☔️🌪 He Was Recording… https://t.co/qFOUTZJm1q,2,Greater Uptown,0825,20,,0
